act_id,Act_Name,Date_Birth,BPlace,Img,WikiLink
272, Jang Dong Gun,1971,"Seoul, South Korea[1]",//upload.wikimedia.org/wikipedia/commons/thumb/9/94/190528_%EC%9E%A5%EB%8F%99%EA%B1%B4.jpg/280px-190528_%EC%9E%A5%EB%8F%99%EA%B1%B4.jpg,https://en.wikipedia.org/wiki/Jang_Dong-gun
273, Kim Ok Bin,1980,None,//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/170530_%EC%98%81%ED%99%94_%27%EC%95%85%EB%85%80%27_%EC%96%B8%EB%A1%A0%EC%8B%9C%EC%82%AC%ED%9A%8C_%EA%B9%80%EC%98%A5%EB%B9%88.jpg/220px-170530_%EC%98%81%ED%99%94_%27%EC%95%85%EB%85%80%27_%EC%96%B8%EB%A1%A0%EC%8B%9C%EC%82%AC%ED%9A%8C_%EA%B9%80%EC%98%A5%EB%B9%88.jpg,https://en.wikipedia.org/wiki/Kim_Ok-bin
274, Jo Sung Ha,1980,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,https://en.wikipedia.org/wiki/Jo_Sung-ha
275, Park Hae Joon,1983,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/c8/2015.06.16_%EC%98%81%ED%99%94_%EA%B7%B9%EB%B9%84%EC%88%98%EC%82%AC_VIP%EC%8B%9C%EC%82%AC%ED%9A%8C_%EB%B0%95%ED%95%B4%EC%A4%80.jpg/220px-2015.06.16_%EC%98%81%ED%99%94_%EA%B7%B9%EB%B9%84%EC%88%98%EC%82%AC_VIP%EC%8B%9C%EC%82%AC%ED%9A%8C_%EB%B0%95%ED%95%B4%EC%A4%80.jpg,https://en.wikipedia.org/wiki/Park_Hae-joon
276,Im Si Wan,1978,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/24/%EC%9E%84%EC%8B%9C%EC%99%84%2C_%22%EC%8B%B1%EA%B7%B8%EB%9F%AC%EC%9A%B4_%EB%AF%B8%EC%86%8C%22.jpg/220px-%EC%9E%84%EC%8B%9C%EC%99%84%2C_%22%EC%8B%B1%EA%B7%B8%EB%9F%AC%EC%9A%B4_%EB%AF%B8%EC%86%8C%22.jpg,https://en.wikipedia.org/wiki/Im_Si-wan
277, Lee Sung Min,None,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Lee_Sung-min
278, Kang So Ra,1987,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/6/62/Kang_So-ra_at_the_%27Secret_Zoo%27_Press_Conference_03.png/220px-Kang_So-ra_at_the_%27Secret_Zoo%27_Press_Conference_03.png,https://en.wikipedia.org/wiki/Kang_So-ra
279, Kang Ha Neul,1982,"Wonmi-gu, Bucheon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/88/170807_%EA%B0%95%ED%95%98%EB%8A%98_%28cropped%29.jpg/220px-170807_%EA%B0%95%ED%95%98%EB%8A%98_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Kang_Ha-neul
280, Byun Yo Han,1990,"Dong District, Daejeon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/190228_%EB%B3%80%EC%9A%94%ED%95%9C.jpg/250px-190228_%EB%B3%80%EC%9A%94%ED%95%9C.jpg,https://en.wikipedia.org/wiki/Byun_Yo-han
281, Kim Dae Myung,1990,"Daegu, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/f/f9/%EA%B9%80%EB%8C%80%EB%AA%85_Kim_Dae_Myung_1m4s_pandora.png/220px-%EA%B9%80%EB%8C%80%EB%AA%85_Kim_Dae_Myung_1m4s_pandora.png,https://en.wikipedia.org/wiki/Kim_Dae-myung
282,Song Joong Ki,1994,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/13/Song_Joong-ki_at_Style_Icon_Asia_2016.jpg/220px-Song_Joong-ki_at_Style_Icon_Asia_2016.jpg,https://en.wikipedia.org/wiki/Song_Joong-ki
283, Kim Ji Won,1992,South Korea,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Kim_Ji-won
284, Jang Dong Gun,1985,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/94/190528_%EC%9E%A5%EB%8F%99%EA%B1%B4.jpg/280px-190528_%EC%9E%A5%EB%8F%99%EA%B1%B4.jpg,https://en.wikipedia.org/wiki/Jang_Dong-gun
285, Kim Ok Bin,1981,"Jamsil-dong, Songpa District, Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/170530_%EC%98%81%ED%99%94_%27%EC%95%85%EB%85%80%27_%EC%96%B8%EB%A1%A0%EC%8B%9C%EC%82%AC%ED%9A%8C_%EA%B9%80%EC%98%A5%EB%B9%88.jpg/220px-170530_%EC%98%81%ED%99%94_%27%EC%95%85%EB%85%80%27_%EC%96%B8%EB%A1%A0%EC%8B%9C%EC%82%AC%ED%9A%8C_%EA%B9%80%EC%98%A5%EB%B9%88.jpg,https://en.wikipedia.org/wiki/Kim_Ok-bin
286, Kim Sung Chul,1980,"Seoul, South Korea",None,None
287, Karata Erika,1975,"Uiryeong County, Gyeongsangnam-do South Korea",None,None
288,Han So Hee,1978,None,//upload.wikimedia.org/wikipedia/commons/thumb/4/4b/200710_%ED%95%9C%EC%86%8C%ED%9D%AC.png/250px-200710_%ED%95%9C%EC%86%8C%ED%9D%AC.png,https://en.wikipedia.org/wiki/Han_So-hee
289, Park Hee Soon ,1992,"
South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Park_Hee_Soon_at_SBS_Radio_in_2019.jpg/220px-Park_Hee_Soon_at_SBS_Radio_in_2019.jpg,https://en.wikipedia.org/wiki/Park_Hee-soon
290, Ahn Bo Hyun,1996,"Jeungpyeong County, North Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Ahn_Bo-hyun_220719.jpg/220px-Ahn_Bo-hyun_220719.jpg,https://en.wikipedia.org/wiki/Ahn_Bo-hyun
291, Lee Hak Joo,1977,"Yongin, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Lee_Hak-joo_2021.jpg/220px-Lee_Hak-joo_2021.jpg,https://en.wikipedia.org/wiki/Lee_Hak-joo
292, Kim  Sang Ho,None,South Korea,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Kim_Sang-ho
293, Jang Yool,1994," Seoul, South Korea",None,None
294,IU,1990,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Wiktionary-logo-en-v2.svg/40px-Wiktionary-logo-en-v2.svg.png,https://en.wikipedia.org/wiki/IU
295, Yeo Jin Goo,1991,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Yeojingoo202103.png/220px-Yeojingoo202103.png,https://en.wikipedia.org/wiki/Yeo_Jin-goo
296, Shin Jung Keun,2010,"Mapo, Seoul, South Korea",None,None
297, Bae Hae Seon,1984,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/1/13/Bae_Hae-sun_%28cropped%29.png,https://en.wikipedia.org/wiki/Bae_Hae-seon
298, P.O,1967,"Incheon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png,https://en.wikipedia.org/wiki/P.O
299, Jo Hyun Chul,1973,"Namyangju, Gyeonggi, South Korea",None,None
300,Han Seok Kyu,1972,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/6/6a/190702_%ED%95%9C%EC%84%9D%EA%B7%9C.jpg/220px-190702_%ED%95%9C%EC%84%9D%EA%B7%9C.jpg,https://en.wikipedia.org/wiki/Han_Seok-kyu
301, Yoo Yeon Seok,1989,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Yoo_Yeon-seok_-_Bean_Pole_catalogue_2015_Spring-Summer_02_%28cropped%29.jpg/250px-Yoo_Yeon-seok_-_Bean_Pole_catalogue_2015_Spring-Summer_02_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Yoo_Yeon-seok
302, Seo Hyun Jin,1991,"Incheon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/%28Marie_Claire_Korea%29_Mini_Interview_%EC%84%9C%ED%98%84%EC%A7%84.jpg/220px-%28Marie_Claire_Korea%29_Mini_Interview_%EC%84%9C%ED%98%84%EC%A7%84.jpg,https://en.wikipedia.org/wiki/Seo_Hyun-jin
303, Choi Jin Ho,1994,"Geoje, South Gyeongsang, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Choi_Jin-ho
304, Yang Se Jong,1985,"Mokpo, South Jeolla Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/171216_%EC%96%91%EC%84%B8%EC%A2%85_10.jpg/220px-171216_%EC%96%91%EC%84%B8%EC%A2%85_10.jpg,https://en.wikipedia.org/wiki/Yang_Se-jong
305, Jang Hyuk Jin,1972,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/3/39/Jang_Hyuk-jin_%EC%9E%A5%ED%98%81%EC%A7%84_2021.png/220px-Jang_Hyuk-jin_%EC%9E%A5%ED%98%81%EC%A7%84_2021.png,https://en.wikipedia.org/wiki/Jang_Hyuk-jin
306,Kim Nam Gil,1964,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Kim_Nam-gil_at_Asian_Star_Awards_2018.jpg/220px-Kim_Nam-gil_at_Asian_Star_Awards_2018.jpg,https://en.wikipedia.org/wiki/Kim_Nam-gil
307, Kim Sung Kyun,1967,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/b/b1/%EC%A0%9C19%ED%9A%8C_%EB%B6%80%EC%B2%9C%EA%B5%AD%EC%A0%9C%ED%8C%90%ED%83%80%EC%8A%A4%ED%8B%B1%EC%98%81%ED%99%94%EC%A0%9C_%ED%8F%90%EB%A7%89%EC%8B%9D_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_19.jpg/220px-%EC%A0%9C19%ED%9A%8C_%EB%B6%80%EC%B2%9C%EA%B5%AD%EC%A0%9C%ED%8C%90%ED%83%80%EC%8A%A4%ED%8B%B1%EC%98%81%ED%99%94%EC%A0%9C_%ED%8F%90%EB%A7%89%EC%8B%9D_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_19.jpg,https://en.wikipedia.org/wiki/Kim_Sung-kyun
308, Lee Ha Nee,1970,"Incheon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Lee_Hanee%2C_2022_%28cropped%29.png/220px-Lee_Hanee%2C_2022_%28cropped%29.png,https://en.wikipedia.org/wiki/Lee_Ha-nee
309, Go Jun,1986,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Gojun2021.png/220px-Gojun2021.png,https://en.wikipedia.org/wiki/Go_Jun
310, Geum Sae Rok,1985,"Seoul, South Korea",None,None
311, Jeon Sung Woo,1989,"
Ongjin, Hwangnam, Japanese Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/94/191216_%EC%A0%84%EC%84%B1%EC%9A%B0.jpg/220px-191216_%EC%A0%84%EC%84%B1%EC%9A%B0.jpg,https://en.wikipedia.org/wiki/Jeon_Sung-woo
312,Lee Joon Gi,1971,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/7/74/%E6%9D%8E%E6%BA%96%E5%9F%BA.jpg/220px-%E6%9D%8E%E6%BA%96%E5%9F%BA.jpg,https://en.wikipedia.org/wiki/Lee_Joon-gi
313, IU,1983,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Wiktionary-logo-en-v2.svg/40px-Wiktionary-logo-en-v2.svg.png,https://en.wikipedia.org/wiki/IU
314, Kang Ha Neul,1988,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/88/170807_%EA%B0%95%ED%95%98%EB%8A%98_%28cropped%29.jpg/220px-170807_%EA%B0%95%ED%95%98%EB%8A%98_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Kang_Ha-neul
315, Hong Jong Hyun,1981,"Incheon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/25/Hong_Jong-hyun_in_October_2019.jpg/220px-Hong_Jong-hyun_in_October_2019.jpg,https://en.wikipedia.org/wiki/Hong_Jong-hyun
316, Nam Joo Hyuk,1991,"Namyangju, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/2017_%EB%82%A8%EC%A3%BC%ED%98%81_05.png/300px-2017_%EB%82%A8%EC%A3%BC%ED%98%81_05.png,https://en.wikipedia.org/wiki/Nam_Joo-hyuk
317, Byun Baek Hyun,1938,"Masan, South Gyeongsang, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png,https://en.wikipedia.org/wiki/Byun_Baek-hyun
318,Song Joong Ki,1979,"Goyang, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/13/Song_Joong-ki_at_Style_Icon_Asia_2016.jpg/220px-Song_Joong-ki_at_Style_Icon_Asia_2016.jpg,https://en.wikipedia.org/wiki/Song_Joong-ki
319, Song Hye Kyo,1981,"Cheongju, North Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/0b/2021_Song_Hye-kyo_%EC%86%A1%ED%98%9C%EA%B5%90_Now_We_Are_Breaking_Up_Press_Conference_%281%29.jpg/220px-2021_Song_Hye-kyo_%EC%86%A1%ED%98%9C%EA%B5%90_Now_We_Are_Breaking_Up_Press_Conference_%281%29.jpg,https://en.wikipedia.org/wiki/Song_Hye-kyo
320, Jin Goo,1980,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/d/d8/190207_JTBC_%EB%93%9C%EB%9D%BC%EB%A7%88_%27%EB%A6%AC%EA%B0%88%ED%95%98%EC%9D%B4%27_%EC%A7%84%EA%B5%AC.jpg/220px-190207_JTBC_%EB%93%9C%EB%9D%BC%EB%A7%88_%27%EB%A6%AC%EA%B0%88%ED%95%98%EC%9D%B4%27_%EC%A7%84%EA%B5%AC.jpg,https://en.wikipedia.org/wiki/Jin_Goo
321, Kim Ji Won,1967,"Goyang, Gyeonggi Province, South Korea[1]",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Kim_Ji-won
322, Lee Seung Jun,1985,South Korea,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Lee_Seung-jun
323, Seo Jung Yeon,1972,South Korea,//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,https://en.wikipedia.org/wiki/Seo_Jung-yeon
324,Namkoong Min,1990,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/3/31/2017_%EB%B6%80%EC%B2%9C%EA%B5%AD%EC%A0%9C%ED%8C%90%ED%83%80%EC%8A%A4%ED%8B%B1%EC%98%81%ED%99%94%EC%A0%9C%28BIFAN%29_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_%2834%29.jpg/220px-2017_%EB%B6%80%EC%B2%9C%EA%B5%AD%EC%A0%9C%ED%8C%90%ED%83%80%EC%8A%A4%ED%8B%B1%EC%98%81%ED%99%94%EC%A0%9C%28BIFAN%29_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_%2834%29.jpg,https://en.wikipedia.org/wiki/Namkoong_Min
325, Park Eun Bin,1989,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/13/220906_Park_Eun_bin_Photoshoot_for_Marie_Claire_Korea.jpg/220px-220906_Park_Eun_bin_Photoshoot_for_Marie_Claire_Korea.jpg,https://en.wikipedia.org/wiki/Park_Eun-bin
326, Cho Byeong Kyu,1990,"Andong, North Gyeongsang Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Jo_Byung-gyu_in_2021.png/220px-Jo_Byung-gyu_in_2021.png,https://en.wikipedia.org/wiki/Cho_Byeong-kyu
327, Oh Jung Se,1991,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Oh_Jeong-se_2020.jpg/220px-Oh_Jeong-se_2020.jpg,https://en.wikipedia.org/wiki/Oh_Jung-se
328, Son Jong Hak,1994,"Busan, South Korea",None,None
329, Kim Do Hyun,1990,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/50px-Flag_of_South_Korea.svg.png,https://en.wikipedia.org/wiki/Kim_Do-hyun
330,Park Bo Young,1987,None,//upload.wikimedia.org/wikipedia/commons/thumb/3/3d/20210527_Park_Bo-young_%EB%B0%95%EB%B3%B4%EC%98%81_Greetings_for_Viu_%283%29.jpg/220px-20210527_Park_Bo-young_%EB%B0%95%EB%B3%B4%EC%98%81_Greetings_for_Viu_%283%29.jpg,https://en.wikipedia.org/wiki/Park_Bo-young
331, Park Hyung Sik,1994,None,//upload.wikimedia.org/wikipedia/commons/thumb/d/d5/20180423_%EB%B0%95%ED%98%95%EC%8B%9D.jpg/250px-20180423_%EB%B0%95%ED%98%95%EC%8B%9D.jpg,https://en.wikipedia.org/wiki/Park_Hyung-sik
332, Kim Ji Soo,1985,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Kim_Ji-soo
333, Jun Suk Ho,1982,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Korea_people_stub_icon.svg/35px-Korea_people_stub_icon.svg.png,https://en.wikipedia.org/wiki/Jun_Suk-ho
334, Shim Hye Jin,1960,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png,https://en.wikipedia.org/wiki/Shim_Hye-jin
335, Yoo Jae Myung,1970,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/6/6e/20210922%E2%80%94Yoo_Jae-myung_%EC%9C%A0%EC%9E%AC%EB%AA%85%2C_interview%2C_Marie_Claire_Korea_screenshot_%2802m44s%29.jpg/220px-20210922%E2%80%94Yoo_Jae-myung_%EC%9C%A0%EC%9E%AC%EB%AA%85%2C_interview%2C_Marie_Claire_Korea_screenshot_%2802m44s%29.jpg,https://en.wikipedia.org/wiki/Yoo_Jae-myung
336,Kim Myung Min,None,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/0/08/%28%ED%8A%B9%EB%B3%84%EC%88%98%EC%82%AC_%EC%82%AC%ED%98%95%EC%88%98%EC%9D%98_%ED%8E%B8%EC%A7%80%29_%EA%B0%99%EC%9D%B4%EA%B0%80%EC%B9%98_with_kakao_KimMyungMin.png/220px-%28%ED%8A%B9%EB%B3%84%EC%88%98%EC%82%AC_%EC%82%AC%ED%98%95%EC%88%98%EC%9D%98_%ED%8E%B8%EC%A7%80%29_%EA%B0%99%EC%9D%B4%EA%B0%80%EC%B9%98_with_kakao_KimMyungMin.png,https://en.wikipedia.org/wiki/Kim_Myung-min
337, Kim Bum,None,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Kkb0707.jpg/230px-Kkb0707.jpg,https://en.wikipedia.org/wiki/Kim_Bum
338, Ryu Hye Young,1987,"Jeju Island, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/RYU_HYE_YOUNG_2021.png/220px-RYU_HYE_YOUNG_2021.png,https://en.wikipedia.org/wiki/Ryu_Hye-young
339, Lee Jung Eun,1964,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Lee_Jung-eun
340, Lee Soo Kyung,1971,"Busan, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Lee_Soo-kyung
341, Lee David,1971,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/c/c2/Lee_David.jpg,https://en.wikipedia.org/wiki/Lee_David
342,Lee Kwang Soo,1968,"Eungam, Eunpyeong, Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/08/211126_Lee_Kwang-soo.jpg/220px-211126_Lee_Kwang-soo.jpg,https://en.wikipedia.org/wiki/Lee_Kwang-soo
343, Jung Yu Mi,1990,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Jung_Yu-mi
344, Bae Sung Woo,1970,"Seoul, South Korea[1]",//upload.wikimedia.org/wikipedia/commons/thumb/6/66/Bae_Sung-woo_310818.png/220px-Bae_Sung-woo_310818.png,https://en.wikipedia.org/wiki/Bae_Sung-woo
345, Bae Jong Ok,1961,"Daegu, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,https://en.wikipedia.org/wiki/Bae_Jong-ok
346, Sung Dong Il,1965,"Cheongju, North Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/83/151001_%EC%84%B1%EB%8F%99%EC%9D%BC.jpg/220px-151001_%EC%84%B1%EB%8F%99%EC%9D%BC.jpg,https://en.wikipedia.org/wiki/Sung_Dong-il
347, Jang Hyun Sung,1955,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/af/200129_%EC%9E%A5%ED%98%84%EC%84%B1.jpg/220px-200129_%EC%9E%A5%ED%98%84%EC%84%B1.jpg,https://en.wikipedia.org/wiki/Jang_Hyun-sung
348,Choi Jin Hyuk,1979,None,//upload.wikimedia.org/wikipedia/commons/thumb/6/6a/2013.12.31_SBS_%EC%97%B0%EA%B8%B0%EB%8C%80%EC%83%81_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_%EC%B5%9C%EC%A7%84%ED%98%81.jpg/220px-2013.12.31_SBS_%EC%97%B0%EA%B8%B0%EB%8C%80%EC%83%81_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_%EC%B5%9C%EC%A7%84%ED%98%81.jpg,https://en.wikipedia.org/wiki/Choi_Jin-hyuk
349, Yoon Hyun Min,1981,"Boeun, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/72/2017_KBS%EC%97%B0%EA%B8%B0%EB%8C%80%EC%83%81_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_%EC%9C%A4%ED%98%84%EB%AF%BC.jpg/220px-2017_KBS%EC%97%B0%EA%B8%B0%EB%8C%80%EC%83%81_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_%EC%9C%A4%ED%98%84%EB%AF%BC.jpg,https://en.wikipedia.org/wiki/Yoon_Hyun-min
350, Lee Yoo Young,1988,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/f/fb/170322_%EC%9D%B4%EC%9C%A0%EC%98%81_%282%29.jpg/220px-170322_%EC%9D%B4%EC%9C%A0%EC%98%81_%282%29.jpg,https://en.wikipedia.org/wiki/Lee_Yoo-young
351, Jo Hee Bong,1989,"Gwangsan, South Jeolla, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,https://en.wikipedia.org/wiki/Jo_Hee-bong
352, Kim Byung Chul,1973,South Korea,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Kim_Byung-chul
353, Kang Ki Young,1989,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/9/90/181206_%EA%B0%95%EA%B8%B0%EC%98%81.jpg/220px-181206_%EA%B0%95%EA%B8%B0%EC%98%81.jpg,https://en.wikipedia.org/wiki/Kang_Ki-young
354,Im Si Wan,1985,"Ulsan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/24/%EC%9E%84%EC%8B%9C%EC%99%84%2C_%22%EC%8B%B1%EA%B7%B8%EB%9F%AC%EC%9A%B4_%EB%AF%B8%EC%86%8C%22.jpg/220px-%EC%9E%84%EC%8B%9C%EC%99%84%2C_%22%EC%8B%B1%EA%B7%B8%EB%9F%AC%EC%9A%B4_%EB%AF%B8%EC%86%8C%22.jpg,https://en.wikipedia.org/wiki/Im_Si-wan
355, Lee Dong Wook,None,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Translation_to_english_arrow.svg/50px-Translation_to_english_arrow.svg.png,https://en.wikipedia.org/wiki/Lee_Dong-wook
356, Lee Jung Eun,1961,"Yeongju, North Gyeongsang Province, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Lee_Jung-eun
357, Ahn Eun Jin,1981,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Ahneunjin2020.png/220px-Ahneunjin2020.png,https://en.wikipedia.org/wiki/Ahn_Eun-jin
358, Park Jong Hwan,1984,"Busanjin-gu, Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/23px-Flag_of_South_Korea.svg.png,https://en.wikipedia.org/wiki/Park_Jong-hwan
359, Lee Joong Ok,1982,"
South Korea",//en.wikipedia.org/wiki/Special:CentralAutoLogin/start?type=1x1,https://en.wikipedia.org/wiki/Lee_Joong-ok
360,Jo In Sung,1987,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/08/Jo_In-sung_in_2012_-_%28LG_Whisen_Event_in_Yeouido%29.jpg/220px-Jo_In-sung_in_2012_-_%28LG_Whisen_Event_in_Yeouido%29.jpg,https://en.wikipedia.org/wiki/Jo_In-sung
361, Gong Hyo Jin,1992,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Gong_Hyo_Jin_%28Sep_2016%29.png/220px-Gong_Hyo_Jin_%28Sep_2016%29.png,https://en.wikipedia.org/wiki/Gong_Hyo-jin
362, Sung Dong Il,1988,"Yeongdo-gu, Busan, South Korea[1][2]",//upload.wikimedia.org/wikipedia/commons/thumb/8/83/151001_%EC%84%B1%EB%8F%99%EC%9D%BC.jpg/220px-151001_%EC%84%B1%EB%8F%99%EC%9D%BC.jpg,https://en.wikipedia.org/wiki/Sung_Dong-il
363, Lee Kwang Soo,1978,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/0/08/211126_Lee_Kwang-soo.jpg/220px-211126_Lee_Kwang-soo.jpg,https://en.wikipedia.org/wiki/Lee_Kwang-soo
364, Jin Kyung,1984,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,https://en.wikipedia.org/wiki/Jin_Kyung
